"trainsd$SalePrice","OverallQual","YearBuilt","TotalBsmtSF","X1stFlrSF","GrLivArea","GarageYrBlt","GarageArea"
11.9316423787541,5,1950,910,6.81454289725996,7.35179986905778,1950,282
12.3842230150053,7,1997,975,6.88346258641309,7.57609734062311,1997,576
12.072546967175,6,1968,702,6.94889722231331,7.46393660446893,1968,539
11.9735161814278,6,1950,1092,7.05012252026906,7.05012252026906,1950,300
11.9640074537369,5,1953,1165,7.19818357710194,7.19818357710194,1953,375
12.4950076826937,8,1998,1028,7.09920174355309,7.80506704425849,1998,683
12.2307701361574,7,2001,1541,7.34083555412327,7.34083555412327,2001,843
11.9177303551825,5,1972,894,6.79682371827486,6.79682371827486,1975,552
12.5947340251467,7,1880,1470,7.42416528104203,8.158802490694,2003,870
12.6310167991758,8,2004,2000,7.60140233458373,7.60140233458373,2004,888
12.3238601256211,7,1990,700,7.02375895473844,7.71601526664259,1990,746
11.4020050773849,6,1920,319,6.94312242281943,7.24921505711439,0,0
11.3205656934614,4,1940,861,6.75925527066369,6.75925527066369,1961,539
12.7938620882062,9,2003,1896,7.57301725605255,7.57301725605255,2003,708
12.0173365595624,6,1993,697,6.54821910276237,7.31455283232408,1993,420
11.7905647772974,6,1948,972,6.880384082186,6.880384082186,1948,240
11.6944216812644,5,1939,793,6.67708346124714,7.02019070831193,1939,410
12.8346839716157,7,1965,2136,7.61923341622681,7.61923341622681,1965,513
12.089544447236,7,1925,728,6.72503364216684,7.40367029001237,1925,546
12.1468585908959,7,2004,716,6.57507584059962,7.26752542782817,2004,432
12.4684407561441,7,1980,845,7.05098944706805,7.76387128782022,1983,484
12.5061809416774,8,2006,1088,6.99301512293296,7.58069975222456,2006,1025
12.4684407561441,7,1993,1347,7.22475340576797,7.8811822022271,1993,656
12.1415394577117,7,1980,1372,7.29505641646263,7.29505641646263,1980,588
12.7444472862813,9,2006,1249,7.13089883029635,7.86211221166275,2006,840
12.7770550169707,8,2004,1136,7.03614849375054,7.81156848934518,2004,872
12.6148688659846,7,1986,1502,7.34858753092759,7.91242312147371,1987,576
11.7454330366774,3,1955,1162,7.05961762829138,7.05961762829138,1955,220
12.3966971373617,7,1967,710,7.54908271081229,7.99934295271328,1961,564
11.3736748918235,5,1941,720,6.68959926917897,6.68959926917897,1941,360
12.6885018811895,8,1993,1719,7.4500795698075,7.4500795698075,1993,473
11.886218559372,6,1960,1383,7.23273313617761,7.23273313617761,1960,292
12.276069679344,6,1916,844,7.27655640271871,7.66622192566273,1930,441
11.2644769261024,5,1920,596,6.3919171133926,7.08422642209792,1920,189
11.6868871754197,5,1964,1728,7.45529848568329,7.45529848568329,2002,352
11.8422364063316,5,1958,1056,6.96318998587024,6.96318998587024,1958,308
12.5567330382639,8,2003,3206,7.39633529380081,7.39633529380081,2003,880
12.2404789031537,7,2004,1358,7.21450441415114,7.21450441415114,2004,484
12.1652558593297,6,1998,943,6.8501261661455,7.40184157874383,1998,472
12.3412632858416,5,1965,1499,7.39018142822643,7.48829351515943,1965,529
12.8411324514879,9,2005,1922,7.56164174558878,7.56164174558878,2005,676
12.2737359668903,7,2002,1536,7.3375877435386,7.3375877435386,2002,532
12.2185001037881,7,1984,1208,7.39141523467536,7.39141523467536,1984,440
11.9511868474935,6,1958,1215,7.10332206252611,7.10332206252611,1958,297
12.220473454338,8,2002,967,6.90173720665657,7.55433482372575,2002,431
11.314486721294,4,1950,721,6.73578001424233,6.73578001424233,1950,294
11.3794055008518,3,1949,0,6.94793706861497,6.94793706861497,1949,400
12.4912553471553,9,2005,1684,7.42952084278646,7.42952084278646,2005,564
11.3504183001091,5,1976,536,6.28599809450886,7.01481435127554,1976,336
11.8508323862248,6,1939,972,6.880384082186,7.36391350140582,1939,312
11.9283475045698,6,1960,958,6.86589107488344,6.86589107488344,1960,301
11.967187086434,6,1960,1478,7.2991214627108,7.2991214627108,1960,498
11.9447143748812,7,2003,764,6.63987583382654,7.39449310721904,2003,474
12.9880431022652,9,2005,1848,7.52240023138712,7.91169052070834,2006,706
12.6700016113119,9,2007,1869,7.53369370984863,7.53369370984863,2007,617
12.1547846142867,7,1986,1453,7.28207365809346,7.28207365809346,1986,445
11.4616426968431,5,1941,616,6.42486902390539,7.01391547481053,1941,200
11.5702599744155,6,1928,624,6.58063913728495,6.58063913728495,2005,484
11.8494048444231,6,1940,940,7.08422642209792,7.37525577800975,1940,240
12.0867315216846,6,1995,1200,7.09090982207998,7.09090982207998,1995,521
12.06105265381,6,1992,1158,7.06304816338817,7.06304816338817,1992,400
11.8056025415918,5,1976,1142,7.04141166379481,7.04141166379481,1976,528
11.7752974217158,5,1958,1062,7.21007962817079,7.21007962817079,1958,288
12.5425484535736,8,1998,1086,6.99117688712121,7.56268124672188,1998,592
11.9576176964675,6,1978,888,6.81673588059497,6.81673588059497,1978,470
11.8844959179307,5,1940,883,6.89669433162271,7.31721240835984,1940,240
12.1985494168801,7,2003,0,6.20657592672493,7.56164174558878,2003,672
11.6784483779882,6,1972,483,6.18208490671663,6.89568269774787,1972,264
12.1547846142867,6,1976,796,6.67329796776765,7.36201055125973,1976,566
11.8981946684588,5,1920,672,6.51174532964473,7.20414929203594,1964,468
11.9766657704908,6,1963,1394,7.24064969425547,7.24064969425547,1963,514
12.0137068134704,6,1962,1099,7.26682734752059,7.26682734752059,1962,296
11.7905647772974,5,1954,1268,7.14598446771439,7.14598446771439,1954,244
11.995357787035,5,1959,1063,7.1608459066643,7.1608459066643,1997,576
12.0575784376589,6,2000,953,6.86066367144829,7.41758040241454,2000,460
11.8088212126465,4,1959,0,7.02197642307216,7.37086016653672,1991,680
11.7360770162524,6,1984,744,6.62406522779989,6.62406522779989,1984,264
11.7199477644028,5,1953,608,7.18538701558042,7.18538701558042,1953,270
12.2991120672956,7,2003,847,6.7428806357919,7.56475701290573,2003,434
11.0186455364637,1,1922,683,6.80793494369993,6.80793494369993,0,0
11.9049743094802,5,1996,870,6.81892406527552,6.81892406527552,1998,576
12.7367038377645,8,2004,1580,7.36581283720947,7.81075811652936,2004,610
12.88520456961,9,2010,1856,7.52671756135271,7.52671756135271,2010,834
12.0951466713995,6,2000,982,6.91572344863131,7.49609734517596,2000,463
11.7519502394255,5,1924,1026,6.93439720992856,7.43366654016617,1924,308
