"OverallQual","YearBuilt","TotalBsmtSF","X1stFlrSF","GrLivArea","TotRmsAbvGrd","GarageYrBlt","GarageCars","GarageArea","SalePrice"
8,2004,1143,7.04228617193974,7.81359155295243,9,2004,3,852,12.6666602074286
7,1970,1947,7.69984240739699,7.69984240739699,7,1970,2,576,12.1007176854125
7,2003,1453,7.29979736675816,7.29979736675816,7,2003,2,558,12.3282947030234
4,1945,747,6.61740297797448,6.61740297797448,4,1945,1,220,11.2897944135779
7,1953,1304,7.17395831975679,7.73543335249969,7,1953,2,667,12.3238601256211
7,1973,2223,7.70706265537047,7.70706265537047,8,1973,2,516,12.4049276026276
4,1982,845,6.74051935960622,6.74051935960622,4,1987,2,360,11.7714438820996
7,1998,832,6.78671695060508,7.44949800538285,7,1998,2,427,12.1281165094513
5,1954,1086,6.99117688712121,6.99117688712121,6,1989,2,490,11.8838060295962
3,1915,840,6.73459165997295,7.38150189450671,8,1915,1,379,11.5843247720005
4,1973,462,6.26720054854136,6.89669433162271,5,1973,1,297,11.4186257744496
4,1956,952,6.8596149036542,6.8596149036542,4,1956,1,283,11.8185776042516
5,1948,672,6.9782137426307,7.15929190479756,6,1948,1,240,11.7519502394255
4,1968,1768,7.47816969415979,7.47816969415979,8,0,0,0,11.8240872195876
5,1910,440,6.52649485957079,7.11558212618445,5,1966,2,440,11.6082447356423
6,1968,896,7.07580886397839,7.66996199547358,8,1968,1,509,12.1730379593973
6,1998,1237,7.19893124068817,7.19893124068817,5,1998,2,405,11.9414623606461
8,2007,1563,7.35500192110526,7.35500192110526,6,2007,3,758,12.4090175711512
5,1960,1065,6.97166860472579,6.97166860472579,6,1974,2,461,11.7480054922568
7,1995,384,6.69084227741856,7.29641326877392,7,1995,2,400,12.034696963475
8,1991,1288,7.17165682276851,7.79069603117474,9,1991,2,462,12.4684407561441
6,2005,684,6.52941883826223,7.35308192051543,6,2005,2,400,12.0668163253066
6,2009,612,6.41836493593621,7.11069612297883,4,2009,2,528,12.0106719281964
3,1915,1013,6.92165818415113,7.33106030521863,6,0,0,0,11.3504183001091
4,1994,990,6.89871453432999,6.89871453432999,5,0,0,0,11.7248139145879
4,1950,0,6.94793706861497,6.94793706861497,4,1950,2,420,11.6073352395314
5,1961,1235,7.11963563801764,7.11963563801764,6,1961,2,480,11.4988366825271
5,1921,876,6.87212810133899,6.87212810133899,5,1921,2,432,12.0045743855087
6,1910,1214,7.13966033596492,7.73718007783463,9,1900,2,506,11.8048559999113
6,1997,824,6.80903930604298,7.48829351515943,7,1997,2,684,12.2295498857083
6,1993,680,6.52356230614951,7.29369772060144,6,1993,2,420,12.1281165094513
7,1999,1588,7.37086016653672,7.37086016653672,6,1999,2,472,12.2737359668903
4,1965,960,6.86797440897029,6.86797440897029,6,1965,1,432,11.4590076769787
5,1920,458,6.7286286130847,6.7286286130847,5,1920,1,366,11.3266079348989
4,1959,950,7.11151211649616,7.11151211649616,6,0,0,0,11.7671877662232
6,1977,1610,7.38461038317697,7.38461038317697,6,1977,2,480,12.2307701361574
6,1985,741,6.88550967003482,7.45760928971561,7,1985,2,476,12.089544447236
5,1979,0,7.33693691370762,7.33693691370762,8,1979,2,410,11.6865846111855
7,2009,1226,7.11232744471091,7.11232744471091,6,2009,3,740,12.2005624924815
7,1931,1040,7.11232744471091,7.50604217851812,7,1951,1,240,12.0406141054903
8,2003,1053,6.96034772910131,7.59739632021279,9,2003,2,648,12.4292201968364
4,1885,641,6.95463886488099,6.95463886488099,6,1954,1,273,11.5129354649202
5,1948,789,6.67203294546107,6.67203294546107,5,1948,1,250,11.6526961029598
5,1919,793,6.90575327631146,7.32514895795557,7,0,0,0,11.6526961029598
6,1977,1844,7.52023455647463,7.52023455647463,7,1977,2,546,12.1547846142867
6,1954,994,7.10414409298753,7.52617891334615,7,1954,1,325,11.8270133158518
7,2000,384,6.65286302935335,7.26612877955645,7,2000,2,400,12.1007176854125
7,2007,1264,7.15695636461564,7.89989532313973,10,2007,3,792,12.8583223078847
6,1953,1809,7.72312009226633,7.72312009226633,7,1953,2,450,12.2876572408069
6,1945,1028,7.27031288607902,7.74975340627444,9,1945,1,180,12.4665158351452
6,1999,729,6.59304453414244,7.28550654852279,5,1999,2,440,12.0782449558223
5,1962,1092,6.99668148817654,6.99668148817654,6,1962,1,288,11.8422364063316
5,2006,1125,7.02642680869964,7.02642680869964,5,2007,2,430,11.9511868474935
7,1990,1673,7.43838353004431,8.07806788181544,11,1990,3,594,12.676079399771
6,2005,728,6.59167373200866,7.2841348061952,8,2005,2,390,12.0075668272517
6,1969,938,6.89669433162271,6.89669433162271,4,1969,2,540,12.1007176854125
4,1939,732,6.65027904858742,7.02464903045364,4,1979,1,264,11.5129354649202
6,1958,1080,6.98564181763921,6.98564181763921,5,1958,1,288,11.8204175176323
6,1993,1199,7.09007683577609,7.09007683577609,5,1993,2,530,11.9440648175317
6,1979,1362,7.36960072052641,7.36960072052641,7,1979,2,435,12.1062578350946
6,1935,520,6.25575004175337,6.62671774924902,5,0,0,0,11.3445186475948
6,1976,1078,6.86589107488344,6.86589107488344,5,1977,2,440,11.7597933553712
5,1930,672,6.73459165997295,6.73459165997295,5,0,0,0,11.3736748918235
6,1966,660,6.49375383985169,7.20711885620776,6,1966,2,453,11.9511868474935
5,1958,1008,6.96034772910131,6.96034772910131,6,1998,2,750,11.9183972397228
7,1966,924,7.10414409298753,7.67693714581808,8,1966,2,487,12.3282947030234
6,2000,992,6.93049476595163,7.62803112693033,7,2000,2,390,12.4049276026276
5,1959,1063,7.19142933003638,7.19142933003638,7,1974,2,624,11.9233847480666
8,2001,1267,7.16780918431644,7.16780918431644,6,2001,2,471,12.3013873707787
5,1968,1461,7.45124168498768,7.45124168498768,7,1968,2,440,12.1007176854125
7,1970,1304,7.42833319419081,7.42833319419081,7,1970,2,530,12.0668163253066
5,1967,1214,7.10249935577465,7.10249935577465,5,1967,1,318,11.8706069022246
7,1988,1907,7.58069975222456,7.58069975222456,9,1989,3,766,12.0494246834209
8,1999,1004,6.91274282049318,7.52456122628536,7,1999,3,660,12.345838935722
6,1997,928,6.83410873881384,7.4759059693674,7,1997,2,470,12.3523394721535
4,1971,864,6.76272950693188,6.76272950693188,5,0,0,0,11.6526961029598
7,2005,1734,7.45876269238096,7.45876269238096,7,2005,2,660,12.4684407561441
5,1952,910,6.81454289725996,7.23417717974985,6,2000,2,720,12.0197490914169
7,1999,1490,7.31455283232408,7.31455283232408,6,1999,2,577,12.2258801747751
5,1963,1728,7.45529848568329,7.45529848568329,10,1963,2,504,11.7360770162524
6,2004,970,6.87832646829133,7.44424864949671,7,2004,2,380,11.7752974217158
5,1931,715,6.77536609093639,6.77536609093639,5,1931,1,180,11.5617251529038
7,2001,884,6.78558764500793,7.61874237767041,8,2001,2,434,12.3126868749604
7,2004,1080,6.98564181763921,6.98564181763921,6,0,0,0,11.8565222615337
5,1936,896,6.7990558620588,7.20414929203594,7,1936,1,240,11.6526961029598
5,1975,969,6.87729607149743,6.87729607149743,5,1975,2,440,11.7117845204031
8,2007,1710,7.44483327389219,7.44483327389219,6,2007,3,866,12.8277318802065
6,1971,825,7.00124562206948,7.59789795052178,8,1971,2,495,12.1547846142867
6,1960,1602,7.13329595489607,7.13329595489607,4,1960,2,564,12.3673450484364
6,1923,1200,7.09090982207998,7.09090982207998,7,1923,1,312,11.7360770162524
6,1924,572,6.35088571671474,7.00033446027523,5,0,0,0,11.2772157895969
5,1950,0,6.94793706861497,6.94793706861497,5,1950,2,625,11.6036889606171
8,2009,774,6.65286302935335,7.58528107863913,8,2009,3,680,12.5043273798994
7,2004,991,6.89972310728487,7.57455848420248,8,2004,2,678,12.4486305134636
7,2005,1392,7.23921497377981,7.80913539812054,9,2006,2,576,12.676079399771
6,1984,1232,7.11720550316434,7.11720550316434,6,1984,2,516,11.9984394345791
9,2003,1572,7.36073990305828,7.88945914940452,10,2003,3,726,12.9299939089964
7,2005,1541,7.34083555412327,7.34083555412327,7,2005,2,532,12.3013873707787
4,1956,882,6.78332520060396,6.78332520060396,4,0,0,0,11.5444338219051
6,1926,1149,7.0475172213573,7.38832785957711,5,1926,1,216,11.9316423787541
5,1940,644,6.69579891705849,7.21229446850034,6,0,0,0,11.7558794866871
5,1955,1617,7.53262361878879,7.53262361878879,7,1955,1,303,12.1547846142867
8,2007,1582,7.38461038317697,7.67878899819915,8,2007,3,789,12.6935016914898
7,2004,840,6.73459165997295,7.45066079621154,7,2004,2,440,12.1199753960532
8,1981,1686,7.44307837434852,7.44307837434852,6,1981,2,511,12.3371052938919
5,1941,720,6.75110146893676,7.23201033166476,7,1991,2,660,11.7636919653883
6,1960,1080,7.41276401742656,7.41276401742656,7,1960,2,528,12.2783979582618
7,1987,1064,6.97073007814353,7.47760424319759,5,1987,2,504,12.3842230150053
6,1961,1362,7.21744343169653,7.21744343169653,6,1961,2,504,12.0015116147394
6,1986,1606,7.40974195408092,7.40974195408092,7,1986,2,616,12.122696471359
6,1950,1202,7.67740043051481,7.67740043051481,7,1950,2,576,12.4008208375406
6,1988,1151,7.0604763659998,7.63094658089046,8,1988,2,521,12.2596181517835
5,1958,1052,7.13329595489607,7.56060116276856,8,1958,2,451,12.0581583125382
9,2008,2216,7.71199650704767,7.71199650704767,9,2009,3,1166,13.1260326374287
5,1923,968,6.87626461189077,6.87626461189077,5,1935,2,480,11.5129354649202
6,2000,756,6.64639051484773,7.3304052118444,5,2000,2,440,12.0839106612575
7,1920,793,6.80461452006262,7.49720722320332,9,1920,1,216,12.2065775180606
5,1957,0,7.20117088328168,7.20117088328168,7,1957,1,252,11.6952553550628
7,2003,1362,7.21744343169653,7.64156444126097,6,2003,2,484,12.2060776455177
5,1908,504,6.84268328223842,7.13329595489607,5,1986,2,576,11.7519502394255
10,1892,1107,7.32580750259577,8.19118600464279,12,1993,3,840,13.0710721882777
7,1990,1188,7.10496544826984,7.10496544826984,6,1990,2,497,12.06105265381
5,1916,660,6.69579891705849,7.41276401742656,8,1916,1,180,11.8130374648005
5,1979,1086,7.11069612297883,7.11069612297883,6,1979,2,528,11.9403999141166
8,2001,1593,7.37400185935016,7.37400185935016,5,2001,2,682,12.5637505862994
8,1932,853,7.34601020991329,7.91132401896335,10,1932,2,440,12.6603310924059
7,1972,725,6.5875500148248,7.29979736675816,7,1972,2,484,12.122696471359
7,1999,1431,7.26682734752059,7.26682734752059,6,1999,2,666,12.1652558593297
7,2004,970,6.87832646829133,7.44424864949671,7,2004,2,380,11.7752974217158
5,1972,864,6.76272950693188,6.76272950693188,5,1989,1,352,11.7519502394255
6,1976,855,6.75227037614174,7.2841348061952,7,1976,2,440,11.908346971209
7,2007,1726,7.45414107814668,7.45414107814668,8,2007,3,786,12.6503513326417
8,1918,1360,7.21597500265147,8.04334217044161,8,1918,2,795,12.3673450484364
6,1912,755,6.8351845861473,7.70975686445416,8,0,0,0,11.5521557934619
8,2004,1713,7.44658509915773,7.44658509915773,7,2004,3,856,12.5241663118332
4,2003,1121,7.02286808608264,7.02286808608264,5,2003,2,440,11.8494048444231
6,1977,1196,7.15461535691366,7.15461535691366,6,1980,2,473,12.0523443764749
6,1924,617,6.76388490856244,7.1785454837637,6,1924,1,398,11.6262630788088
6,2004,848,6.74405918631135,6.74405918631135,3,2004,2,420,11.9117082963145
5,1947,720,6.58063913728495,7.15851399732932,5,1948,1,240,11.6082447356423
7,1990,1424,7.27447955877387,7.27447955877387,5,1990,2,500,12.1034915969059
5,1962,1140,7.43661726523423,7.43661726523423,8,1962,1,349,11.8768808421216
4,1960,1100,7.00397413672268,7.00397413672268,6,1960,1,312,11.8565222615337
7,1988,1157,7.07411681619736,7.63191651307125,7,1988,2,454,12.5317763952713
6,1964,1092,6.99668148817654,6.99668148817654,6,1964,2,504,11.8844959179307
5,1925,864,6.76272950693188,6.76272950693188,5,0,0,0,11.4927329616823
6,2009,1212,7.10085190894405,7.10085190894405,6,2009,2,460,12.133507329025
7,2009,900,6.83840520084734,7.52456122628536,7,2009,2,644,12.43987518743
5,1995,990,6.89871453432999,6.89871453432999,5,1996,2,576,11.9576176964675
6,1977,689,6.5366915975913,7.23921497377981,6,1977,1,299,11.9938133947243
5,1957,1070,7.12044437239249,7.12044437239249,6,1957,1,447,11.8089550993785
7,2004,1436,7.27031288607902,7.27031288607902,8,2004,2,484,12.254867571593
4,1925,686,6.69826805411541,7.19218205871325,8,1940,1,210,11.5805934591948
7,1939,798,7.03702761468628,7.57814547241947,8,1939,2,431,12.6491578274774
7,2005,1248,7.13009851012558,7.13009851012558,5,2005,2,438,12.0271911648834
7,2006,1498,7.3125534981026,7.3125534981026,5,2006,2,675,12.2302822146446
6,2002,1010,6.91869521902047,7.72665366484764,8,2002,2,390,12.2060776455177
6,1975,713,6.69950034016168,7.34794382314869,6,1975,2,434,12.1001619785669
4,1971,864,6.76272950693188,6.76272950693188,4,1989,2,576,11.4824765667107
10,2003,2392,7.78030308790837,7.78030308790837,8,2003,3,968,12.8642426961875
5,1971,630,6.44730586254121,7.17242457712485,6,1991,1,280,11.6262630788088
7,1995,1203,7.10249935577465,7.83241092718792,9,1995,3,721,12.5776396502326
6,1970,483,6.18208490671663,6.89568269774787,5,1987,1,280,11.571203807012
5,1967,912,6.81673588059497,6.81673588059497,5,1974,1,336,11.7360770162524
7,2005,1373,7.34987370473834,7.34987370473834,7,2005,2,430,12.1678566275017
6,1959,1194,7.08590146436561,7.08590146436561,6,1959,1,312,11.9049743094802
8,1995,1462,7.30720231476474,7.9355873855892,9,1995,3,810,12.9066943223153
6,1972,483,6.18208490671663,6.89568269774787,5,1972,1,288,11.4563656954364
5,1976,894,6.79682371827486,6.79682371827486,5,1976,1,308,11.7613546237503
6,2002,860,6.75809450442773,7.58120982619635,8,2002,2,440,12.2853504453517
6,1971,483,6.18208490671663,6.89568269774787,5,1971,1,264,11.4020050773849
7,2004,1414,7.25488481007734,7.25488481007734,6,2004,2,494,12.1308155518507
7,1993,996,6.92264389147589,7.46450983463653,7,1993,2,457,12.1781925834156
8,2007,1694,7.43543801981455,7.43543801981455,7,2007,3,818,12.6698098064115
6,1945,735,6.68336094576627,7.30518821539304,7,1949,1,220,11.6351519472128
8,2008,1566,7.35691824235602,7.35691824235602,7,2008,2,750,12.4780101705304
5,1945,686,6.76503897678054,6.76503897678054,4,0,0,0,11.6127798496728
5,1900,540,6.79122146272619,7.27309259599952,6,1940,1,352,11.2772157895969
6,1980,626,6.44094654063292,7.10496544826984,6,1980,1,288,11.6952553550628
7,1994,948,7.10906213568717,7.65491704784832,8,1994,2,463,12.2307701361574
7,1988,1845,7.53529670244409,7.53529670244409,6,1988,2,604,12.3946288928529
6,1910,1020,6.81234509417748,7.56475701290573,9,1910,1,440,11.8277435040537
6,1954,1367,7.22693601849329,7.22693601849329,5,1954,2,451,11.8494048444231
7,2003,840,6.73459165997295,7.41997992366183,8,2003,2,500,12.1007176854125
6,1958,1444,7.27586460054653,7.67089483136212,7,1958,2,389,12.5317763952713
3,1940,728,7.17548971362422,7.17548971362422,6,0,0,0,11.2450590916246
8,2006,1573,7.39387829010776,7.39387829010776,5,2006,2,538,12.3673450484364
6,2004,798,6.68336094576627,7.40306109109009,6,2004,2,520,12.06105265381
6,1964,1302,7.17242457712485,7.17242457712485,7,1964,1,309,11.970356641103
5,1957,1314,7.18159194461187,7.18159194461187,5,1957,1,294,11.8844959179307
7,1999,975,6.91373735065968,7.73718007783463,8,1999,2,429,12.345838935722
6,2003,864,6.76272950693188,7.45529848568329,7,2003,2,673,12.2428914379184
7,2006,1604,7.38087903556412,7.38087903556412,8,2006,2,660,12.3013873707787
7,2001,963,6.87109129461055,7.49164547360513,7,2001,2,564,12.3523394721535
5,1956,0,6.78332520060396,6.78332520060396,4,1956,1,308,11.4824765667107
6,1962,1362,7.23201033166476,7.23201033166476,6,1991,2,884,12.0782449558223
8,2007,1482,7.30182234213793,7.85360481309784,10,2007,3,868,12.5281597678811
6,1977,506,7.10085190894405,7.10085190894405,6,1978,2,492,11.9250417382917
5,1929,926,6.83195356556585,7.18311170174328,6,1974,2,484,11.7752974217158
5,1925,680,6.63987583382654,6.63987583382654,4,1965,2,504,11.1982284186668
6,1981,1422,7.26052259808985,7.26052259808985,7,1981,2,576,12.0754000198775
6,1997,802,6.68835471394676,7.32118855673948,8,1997,2,413,12.1281165094513
5,1939,720,6.95939851213398,7.69302574841789,8,1939,1,240,12.0979360579256
5,1940,740,6.65801104587075,6.65801104587075,4,1966,1,924,11.6994133306336
6,1976,1143,7.01571242048723,7.01571242048723,6,1987,1,504,11.9049743094802
8,2006,1095,6.99942246750796,7.57044325205737,8,2006,3,1053,12.4912553471553
7,1954,1385,7.21817683840341,7.21817683840341,5,1954,2,439,12.3946288928529
8,1999,1152,7.0604763659998,7.72797554210556,9,1999,3,671,12.5776396502326
6,1958,1240,7.39817409297047,7.39817409297047,6,1958,1,338,11.8422364063316
5,1982,816,6.70563909486,6.70563909486,5,1982,1,264,11.7320690269832
7,1925,952,6.8596149036542,7.34536484041687,5,1978,2,672,12.2307701361574
7,2003,1560,7.35308192051543,7.35308192051543,7,2003,2,573,12.2110651621532
4,1951,864,6.76272950693188,6.76272950693188,4,1951,2,400,11.8565222615337
9,2006,2121,7.66011431917393,7.66011431917393,8,2007,3,732,12.936754021718
7,1977,1160,7.05358572719368,7.61233683716775,8,1977,2,505,12.1652558593297
7,1989,807,7.06987412845857,7.5923661285198,7,1989,2,575,12.3392958656744
6,2006,1262,7.14124512235049,7.14124512235049,5,2006,2,572,12.1281165094513
7,2007,1314,7.18159194461187,7.18159194461187,6,2008,2,626,12.2428914379184
8,2008,1468,7.29233717617388,7.29233717617388,6,2008,3,898,12.4073835905343
6,1992,1575,7.36264527041782,7.36264527041782,5,1992,2,529,12.0962633598645
7,2006,625,6.4393503711001,7.13169851046691,5,2006,2,528,12.0118869877927
6,1962,912,6.99025650049388,7.45876269238096,7,1962,2,440,11.9766657704908
4,1971,858,6.75576892198425,6.75576892198425,5,0,0,0,11.3851034570321
5,1967,882,6.80350525760834,6.80350525760834,5,1970,1,280,11.7117845204031
6,1915,698,6.54965074223381,7.24208235925696,7,2003,1,384,11.9419508374874
8,2006,1079,6.98471632011827,7.56008046502183,8,2006,2,685,12.3597846577283
5,1912,780,6.84268328223842,7.44833386089748,9,0,0,0,11.8196819584639
5,1949,768,7.04664727784876,7.44833386089748,8,1949,1,281,11.7829602357419
7,1977,795,7.29233717617388,7.72488843932307,9,1977,2,539,12.3673450484364
6,1953,1416,7.40549566319947,7.40549566319947,7,1953,2,418,12.0257550794049
6,1984,1003,6.91174730025167,6.91174730025167,6,1984,2,588,11.8671042962101
5,1950,910,6.81454289725996,7.35179986905778,6,1950,1,282,11.9316423787541
7,1997,975,6.88346258641309,7.57609734062311,7,1997,2,576,12.3842230150053
6,1968,702,6.94889722231331,7.46393660446893,7,1968,2,539,12.072546967175
6,1950,1092,7.05012252026906,7.05012252026906,6,1950,1,300,11.9735161814278
5,1953,1165,7.19818357710194,7.19818357710194,5,1953,1,375,11.9640074537369
8,1998,1028,7.09920174355309,7.80506704425849,9,1998,2,683,12.4950076826937
7,2001,1541,7.34083555412327,7.34083555412327,6,2001,3,843,12.2307701361574
5,1972,894,6.79682371827486,6.79682371827486,5,1975,2,552,11.9177303551825
7,1880,1470,7.42416528104203,8.158802490694,10,2003,3,870,12.5947340251467
8,2004,2000,7.60140233458373,7.60140233458373,8,2004,3,888,12.6310167991758
7,1990,700,7.02375895473844,7.71601526664259,8,1990,3,746,12.3238601256211
6,1920,319,6.94312242281943,7.24921505711439,6,0,0,0,11.4020050773849
4,1940,861,6.75925527066369,6.75925527066369,4,1961,2,539,11.3205656934614
9,2003,1896,7.57301725605255,7.57301725605255,8,2003,3,708,12.7938620882062
6,1993,697,6.54821910276237,7.31455283232408,6,1993,2,420,12.0173365595624
6,1948,972,6.880384082186,6.880384082186,5,1948,1,240,11.7905647772974
5,1939,793,6.67708346124714,7.02019070831193,5,1939,2,410,11.6944216812644
7,1965,2136,7.61923341622681,7.61923341622681,8,1965,2,513,12.8346839716157
7,1925,728,6.72503364216684,7.40367029001237,6,1925,2,546,12.089544447236
7,2004,716,6.57507584059962,7.26752542782817,6,2004,2,432,12.1468585908959
7,1980,845,7.05098944706805,7.76387128782022,10,1983,2,484,12.4684407561441
8,2006,1088,6.99301512293296,7.58069975222456,8,2006,3,1025,12.5061809416774
7,1993,1347,7.22475340576797,7.8811822022271,9,1993,3,656,12.4684407561441
7,1980,1372,7.29505641646263,7.29505641646263,6,1980,2,588,12.1415394577117
9,2006,1249,7.13089883029635,7.86211221166275,9,2006,3,840,12.7444472862813
8,2004,1136,7.03614849375054,7.81156848934518,10,2004,3,872,12.7770550169707
7,1986,1502,7.34858753092759,7.91242312147371,8,1987,2,576,12.6148688659846
3,1955,1162,7.05961762829138,7.05961762829138,6,1955,1,220,11.7454330366774
7,1967,710,7.54908271081229,7.99934295271328,11,1961,2,564,12.3966971373617
5,1941,720,6.68959926917897,6.68959926917897,5,1941,2,360,11.3736748918235
8,1993,1719,7.4500795698075,7.4500795698075,6,1993,2,473,12.6885018811895
6,1960,1383,7.23273313617761,7.23273313617761,7,1960,1,292,11.886218559372
6,1916,844,7.27655640271871,7.66622192566273,10,1930,2,441,12.276069679344
5,1920,596,6.3919171133926,7.08422642209792,6,1920,1,189,11.2644769261024
5,1964,1728,7.45529848568329,7.45529848568329,10,2002,1,352,11.6868871754197
5,1958,1056,6.96318998587024,6.96318998587024,6,1958,1,308,11.8422364063316
8,2003,3206,7.39633529380081,7.39633529380081,7,2003,3,880,12.5567330382639
7,2004,1358,7.21450441415114,7.21450441415114,6,2004,2,484,12.2404789031537
6,1998,943,6.8501261661455,7.40184157874383,7,1998,2,472,12.1652558593297
5,1965,1499,7.39018142822643,7.48829351515943,7,1965,2,529,12.3412632858416
9,2005,1922,7.56164174558878,7.56164174558878,8,2005,3,676,12.8411324514879
7,2002,1536,7.3375877435386,7.3375877435386,7,2002,2,532,12.2737359668903
7,1984,1208,7.39141523467536,7.39141523467536,8,1984,2,440,12.2185001037881
6,1958,1215,7.10332206252611,7.10332206252611,6,1958,1,297,11.9511868474935
8,2002,967,6.90173720665657,7.55433482372575,9,2002,2,431,12.220473454338
4,1950,721,6.73578001424233,6.73578001424233,4,1950,1,294,11.314486721294
